date,ind,rain,ind,temp,ind,wetb,dewpt,vappr,rhum,msl
01/04/2016 00:00,0,0,0,6.3,0,5.1,3.3,7.7,81,1015.7
01/04/2016 01:00,0,0,0,6.8,0,5.4,3.5,7.9,79,1015
01/04/2016 02:00,0,0,0,7.4,0,5.8,3.5,7.9,76,1013.9
01/04/2016 03:00,0,0,0,7.8,0,5.9,3.3,7.8,73,1013.1
01/04/2016 04:00,0,0,0,7.6,0,6.3,4.7,8.5,81,1012.4
01/04/2016 05:00,0,0.1,0,7,0,6,4.7,8.5,85,1011.7
01/04/2016 06:00,0,0.1,0,7.4,0,6.2,4.6,8.5,82,1010.9
01/04/2016 07:00,0,0.2,0,7.4,0,6.6,5.6,9.1,88,1009.9
01/04/2016 08:00,0,0,0,8.4,0,7.3,5.8,9.2,83,1008.9
01/04/2016 09:00,0,0,0,8.9,0,7.6,6,9.3,81,1008.4
01/04/2016 10:00,0,0,0,9.3,0,7.7,5.9,9.3,79,1008
01/04/2016 11:00,0,0,0,9.6,0,8,6,9.4,78,1007.1
01/04/2016 12:00,0,0,0,10.3,0,9,7.5,10.4,82,1006.6
01/04/2016 13:00,0,0.2,0,10.3,0,9.1,7.8,10.6,84,1006.1
01/04/2016 14:00,0,0.2,0,10.5,0,9.7,8.8,11.4,89,1005
01/04/2016 15:00,0,0.4,0,11,0,10.2,9.4,11.8,89,1004.4
01/04/2016 16:00,0,0.1,0,10.9,0,10,9.1,11.6,88,1004.1
01/04/2016 17:00,0,0.2,0,10.8,0,10.1,9.5,11.9,91,1004.2
01/04/2016 18:00,0,1.3,0,8.7,0,8.7,8.7,11.2,99,1005.1
01/04/2016 19:00,0,0.3,0,8.2,0,8.2,8.1,10.8,99,1005.7
01/04/2016 20:00,0,0.1,0,8,0,7.9,7.9,10.7,99,1006
01/04/2016 21:00,0,0.1,0,7.9,0,7.8,7.8,10.6,99,1006.5
01/04/2016 22:00,0,0,0,8.2,0,8.2,8.1,10.8,99,1006.8
01/04/2016 23:00,0,0,0,8.1,0,8.1,8.1,10.8,99,1007.2
02/04/2016 00:00,0,0,0,8.3,0,8.3,8.2,10.9,99,1007.5
02/04/2016 01:00,0,0,0,7.5,0,7.5,7.4,10.3,99,1007.8
02/04/2016 02:00,0,0,0,6.8,0,6.8,6.7,9.8,99,1007.8
02/04/2016 03:00,0,0,0,6.3,0,6.2,6.2,9.5,99,1007.9
02/04/2016 04:00,0,0,0,6,0,6,6,9.3,99,1007.8
02/04/2016 05:00,0,0,0,5.8,0,5.8,5.8,9.2,99,1007.7
02/04/2016 06:00,0,0,0,6,0,5.9,5.9,9.3,99,1007.9
02/04/2016 07:00,0,0,0,6.3,0,6.2,6.2,9.5,99,1008
02/04/2016 08:00,0,0,0,7.6,0,7.6,7.6,10.4,99,1008
02/04/2016 09:00,0,0,0,8.7,0,8.6,8.6,11.2,99,1008
02/04/2016 10:00,0,0.2,0,8.7,0,8.7,8.7,11.2,99,1008
02/04/2016 11:00,0,0.4,0,8.7,0,8.3,7.8,10.6,94,1007.9
02/04/2016 12:00,0,0.9,0,8.2,0,8.1,8,10.7,98,1007.2
02/04/2016 13:00,0,2.1,0,8.4,0,8.4,8.4,11,99,1006.5
02/04/2016 14:00,0,1,0,8.5,0,8.4,8.4,11,99,1005.4
02/04/2016 15:00,0,0.3,0,9,0,9,9,11.5,99,1004.6
02/04/2016 16:00,0,0.4,0,9.5,0,9.1,8.8,11.3,95,1004.5
02/04/2016 17:00,0,0.4,0,9,0,8.2,7.3,10.2,88,1004.5
02/04/2016 18:00,0,0.1,0,8.6,0,7.9,7.1,10.1,90,1004.5
02/04/2016 19:00,0,0,0,8.2,0,7.2,5.9,9.3,85,1004.6
02/04/2016 20:00,0,0,0,8.2,0,7.3,6.4,9.6,88,1004.6
02/04/2016 21:00,0,0,0,7.8,0,7.4,7,10,94,1004.4
02/04/2016 22:00,0,0.1,0,7.5,0,6.7,5.9,9.3,89,1004.5
02/04/2016 23:00,0,0,0,7.1,0,6.3,5.3,8.9,88,1004.2
03/04/2016 00:00,0,0,0,7,0,6.3,5.4,9,90,1003.9
03/04/2016 01:00,0,0.1,0,6.8,0,6.2,5.6,9.1,92,1003.1
03/04/2016 02:00,0,0.3,0,6.5,0,6.3,6,9.3,96,1002.6
03/04/2016 03:00,0,0.3,0,6.5,0,6.1,5.6,9.1,93,1002.2
03/04/2016 04:00,0,0.7,0,6.4,0,6.3,6.1,9.4,97,1001.9
03/04/2016 05:00,0,0.2,0,6.2,0,6.1,6,9.4,98,1001.9
03/04/2016 06:00,0,0.5,0,6.4,0,6.3,6.3,9.6,99,1001.7
03/04/2016 07:00,0,0.2,0,6.5,0,6.5,6.4,9.6,99,1001.7
03/04/2016 08:00,0,0.3,0,6.9,0,6.8,6.8,9.9,99,1001.5
03/04/2016 09:00,0,0.1,0,7.5,0,7.5,7.5,10.4,99,1001.4
03/04/2016 10:00,0,0,0,8.1,0,8,8,10.7,99,1001.4
03/04/2016 11:00,0,0,0,8.1,0,8,7.8,10.6,97,1001.3
03/04/2016 12:00,0,0,0,8.6,0,8.3,8,10.7,96,1001
03/04/2016 13:00,0,0.4,0,8.7,0,8.6,8.5,11.1,98,1000.5
03/04/2016 14:00,0,0,0,9.4,0,9,8.6,11.2,95,1000.1
03/04/2016 15:00,0,0,0,10.2,0,9.5,8.9,11.4,91,999.8
03/04/2016 16:00,0,0.4,0,9.6,0,9.3,9.1,11.5,96,999.6
03/04/2016 17:00,0,0,0,9.9,0,9.6,9.3,11.7,96,999.4
03/04/2016 18:00,0,0,0,10.5,0,9.5,8.4,11,87,999.5
03/04/2016 19:00,0,0,0,9.3,0,8.4,7.4,10.3,88,999.9
03/04/2016 20:00,0,0,0,7.6,0,7.2,6.8,9.9,94,1000.2
03/04/2016 21:00,0,0,0,7.9,0,7.6,7.3,10.2,96,1000.6
03/04/2016 22:00,0,0,0,7.1,0,7.1,7.1,10.1,99,1000.5
03/04/2016 23:00,0,0,0,8.3,0,8.2,8.1,10.8,98,1000.5
04/04/2016 00:00,0,0,0,8.1,0,8,8,10.7,99,1000.3
04/04/2016 01:00,0,0,0,7.8,0,7.7,7.7,10.5,99,1000.2
04/04/2016 02:00,0,0,0,7.5,0,7.4,7.4,10.3,99,999.8
04/04/2016 03:00,0,0,0,7.8,0,7.8,7.7,10.5,99,999.5
04/04/2016 04:00,0,0,0,7.9,0,7.8,7.8,10.6,99,999.3
04/04/2016 05:00,0,0,0,7.6,0,7.5,7.5,10.4,99,999.6
04/04/2016 06:00,0,0,0,7.3,0,7.2,7.2,10.2,99,999.9
04/04/2016 07:00,0,0,0,7,0,6.9,6.9,9.9,99,1000.1
04/04/2016 08:00,0,0,0,8.6,0,8.5,8.5,11.1,99,1000.3
04/04/2016 09:00,0,0,0,9.2,0,9.1,8.8,11.4,97,1000.6
04/04/2016 10:00,0,0,0,9.9,0,9.1,8.2,10.9,89,1000.8
04/04/2016 11:00,0,0,0,9.6,0,9.2,8.8,11.3,94,1001.1
04/04/2016 12:00,0,0,0,10.7,0,9.6,8.5,11.1,86,1001
04/04/2016 13:00,0,0,0,10.9,0,9.5,8,10.7,82,1001
04/04/2016 14:00,0,0.6,0,9.5,0,9,8.4,11,92,1001
04/04/2016 15:00,0,0.2,0,11,0,9.2,7.3,10.2,78,1000.8
04/04/2016 16:00,0,1,0,9.4,0,8.8,8,10.8,91,1001.1
04/04/2016 17:00,0,0,0,11,0,9.3,7.5,10.4,78,1001.4
04/04/2016 18:00,0,0.1,0,10,0,9.5,9,11.4,93,1002
04/04/2016 19:00,0,0.1,0,9,0,8.7,8.3,11,95,1002.6
04/04/2016 20:00,0,0,0,8.5,0,8.4,8.3,10.9,98,1003.4
04/04/2016 21:00,0,0,0,8.2,0,8.2,8.2,10.8,99,1003.8
04/04/2016 22:00,0,0.1,0,7.9,0,7.8,7.8,10.6,99,1004.4
04/04/2016 23:00,0,0,0,6.1,0,5.9,5.5,9.1,96,1005
05/04/2016 00:00,0,0,0,5.1,0,5.1,5,8.7,99,1005.5
05/04/2016 01:00,0,0,0,4.4,0,4.4,4.4,8.3,99,1005.3
05/04/2016 02:00,0,0,0,3.8,0,3.7,3.7,8,99,1005.6
05/04/2016 03:00,0,0,0,3.2,0,3.2,3.2,7.7,99,1006
05/04/2016 04:00,0,0,0,2.8,0,2.8,2.7,7.4,99,1006.4
05/04/2016 05:00,0,0,0,2.6,0,2.6,2.6,7.4,99,1006.6
05/04/2016 06:00,0,0,0,2.7,0,2.6,2.6,7.4,99,1006.8
05/04/2016 07:00,0,0.1,0,3.9,0,3.8,3.8,8,99,1007.4
05/04/2016 08:00,0,0,0,5.8,0,5.7,5.6,9.1,98,1007.9
05/04/2016 09:00,0,0,0,7.4,0,7,6.5,9.7,94,1008.5
05/04/2016 10:00,0,0,0,9.1,0,8.4,7.7,10.5,91,1008.5
05/04/2016 11:00,0,0,0,9.9,0,8.2,6.4,9.6,79,1008.4
05/04/2016 12:00,0,0,0,10.9,0,8.3,5.2,8.8,67,1008.3
05/04/2016 13:00,0,0,0,10.8,0,8.2,5.3,8.9,68,1008.2
05/04/2016 14:00,0,0,0,12.5,0,8.4,3.4,7.8,53,1007.8
05/04/2016 15:00,0,0,0,11.7,0,8.3,4.1,8.2,59,1007.6
05/04/2016 16:00,0,0,0,12.3,0,8.5,3.7,8,55,1007.4
05/04/2016 17:00,0,0,0,11.6,0,8.2,4,8.1,59,1007.4
05/04/2016 18:00,0,0,0,10.7,0,7.5,3.4,7.8,60,1007.6
05/04/2016 19:00,0,0,0,9.3,0,6.8,3.6,7.9,67,1007.6
05/04/2016 20:00,0,0,0,7.4,0,6,4.1,8.2,79,1007.7
05/04/2016 21:00,0,0,0,7.4,0,6,4.2,8.2,80,1006.9
05/04/2016 22:00,0,0,0,7.9,0,6.7,5.2,8.8,82,1005.9
05/04/2016 23:00,0,0,0,8.6,0,7.5,6.2,9.5,85,1005
06/04/2016 00:00,0,0.2,0,8.2,0,8.1,8.1,10.8,99,1004.3
06/04/2016 01:00,0,0.1,0,7.5,0,7.3,7,10,96,1004.3
06/04/2016 02:00,0,0,0,6.9,0,6.5,6.1,9.4,95,1004.2
06/04/2016 03:00,0,0,0,7,0,6.4,5.6,9.1,91,1003.4
06/04/2016 04:00,0,0,0,6.8,0,6.2,5.5,9,90,1002.9
06/04/2016 05:00,0,0.1,0,6.7,0,6.2,5.5,9.1,92,1002.8
06/04/2016 06:00,0,0,0,6.3,0,5.4,4.1,8.2,85,1003.3
06/04/2016 07:00,0,0,0,6.6,0,5.3,3.6,7.9,81,1003.8
06/04/2016 08:00,0,0,0,6.8,0,4.9,2.1,7.1,72,1004.1
06/04/2016 09:00,0,0,0,6.6,0,4.6,1.7,6.9,70,1004.1
06/04/2016 10:00,0,0,0,8,0,5.5,2,7.1,65,1004.1
06/04/2016 11:00,0,0,0,8.6,0,6.2,3.1,7.6,68,1004
06/04/2016 12:00,0,0.2,0,6.7,0,5.4,3.8,8,82,1004.6
06/04/2016 13:00,0,0.8,0,5.6,0,5.1,4.3,8.3,91,1005.4
06/04/2016 14:00,0,0.7,0,7.2,0,6.4,5.5,9,88,1004.8
06/04/2016 15:00,0,0.3,0,7.2,0,6.1,4.8,8.6,85,1004.8
06/04/2016 16:00,0,0.2,0,8,0,6.2,3.9,8.1,75,1004.8
06/04/2016 17:00,0,0.2,0,7.6,0,6.3,4.6,8.5,81,1004.9
06/04/2016 18:00,0,0,0,6.3,0,5.2,3.6,7.9,82,1005.5
06/04/2016 19:00,0,0.3,0,4.5,0,4.3,3.9,8.1,95,1006.1
06/04/2016 20:00,0,0.1,0,5.2,0,4.8,4.3,8.3,94,1006.4
06/04/2016 21:00,0,0,0,4.7,0,4.4,4,8.1,95,1006.7
06/04/2016 22:00,0,0,0,4.4,0,4,3.4,7.8,93,1007.1
06/04/2016 23:00,0,0,0,4.4,0,4.1,3.6,7.9,94,1007.4
07/04/2016 00:00,0,0.1,0,4.2,0,3.8,3.1,7.6,92,1007.6
07/04/2016 01:00,0,0,0,4.1,0,3.7,3.1,7.6,93,1007.4
07/04/2016 02:00,0,0,0,3.9,0,3.7,3.2,7.7,95,1007.5
07/04/2016 03:00,0,0,0,3.8,0,3.6,3.2,7.7,95,1008
07/04/2016 04:00,0,0,0,4,0,3.8,3.4,7.8,96,1008.4
07/04/2016 05:00,0,0,0,4.2,0,4,3.7,8,96,1008.7
07/04/2016 06:00,0,0,0,4.4,0,4.1,3.7,8,95,1009.4
07/04/2016 07:00,0,0,0,5.1,0,4.6,4.1,8.2,93,1010.2
07/04/2016 08:00,0,0,0,5.9,0,5.4,4.7,8.5,91,1010.6
07/04/2016 09:00,0,0,0,8.3,0,7.2,5.8,9.3,84,1010.8
07/04/2016 10:00,0,0,0,9.8,0,8.2,6.4,9.6,79,1011.2
07/04/2016 11:00,0,0,0,9.5,0,8.3,6.9,9.9,84,1011.4
07/04/2016 12:00,0,0,0,9.8,0,8.6,7.3,10.2,84,1011.6
07/04/2016 13:00,0,0.2,0,10.3,0,9.4,8.4,11,87,1012.1
07/04/2016 14:00,0,0.1,0,10.6,0,8.9,7,10,78,1012.6
07/04/2016 15:00,0,0,0,12.5,0,9.2,5.4,9,61,1012.8
07/04/2016 16:00,0,0,0,10.2,0,8.5,6.5,9.7,78,1013.3
07/04/2016 17:00,0,0.7,0,9.3,0,8.3,7.2,10.2,86,1013.5
07/04/2016 18:00,0,0,0,9,0,8.2,7.3,10.2,89,1014.3
07/04/2016 19:00,0,0,0,9,0,7.8,6.5,9.6,84,1015.2
07/04/2016 20:00,0,0,0,8.8,0,7.8,6.6,9.8,86,1016
07/04/2016 21:00,0,0.1,0,7.4,0,6.9,6.3,9.5,92,1016
07/04/2016 22:00,0,0,0,6.5,0,6.2,5.9,9.3,96,1016
07/04/2016 23:00,0,0,0,6.2,0,5.9,5.7,9.1,96,1016.2
08/04/2016 00:00,0,0,0,6.1,0,5.8,5.6,9.1,96,1016.1
08/04/2016 01:00,0,0,0,5.5,0,5.4,5.2,8.9,98,1016
08/04/2016 02:00,0,0,0,5.1,0,5.1,5,8.7,99,1015.7
08/04/2016 03:00,0,0,0,5.4,0,5.3,5.2,8.9,98,1015.3
08/04/2016 04:00,0,0,0,4.7,0,4.7,4.6,8.5,99,1014.4
08/04/2016 05:00,0,0.1,0,5.2,0,5.2,5.2,8.8,99,1014.1
08/04/2016 06:00,0,0,0,5,0,4.9,4.9,8.7,99,1013.7
08/04/2016 07:00,0,0,0,7.1,0,7,6.8,9.9,97,1013.4
08/04/2016 08:00,0,0,0,7.4,0,6.6,5.7,9.2,88,1013.1
08/04/2016 09:00,0,0,0,7.9,0,7,5.9,9.3,86,1012.2
08/04/2016 10:00,0,0,0,8.1,0,6.7,4.9,8.7,80,1011.4
08/04/2016 11:00,0,0,0,8.3,0,6.4,3.9,8.1,74,1010.4
08/04/2016 12:00,0,0.2,0,7.5,0,6.6,5.5,9,87,1009.3
08/04/2016 13:00,0,0.2,0,8.1,0,7.3,6.3,9.6,88,1008.1
08/04/2016 14:00,0,0,0,8.8,0,7.9,6.9,9.9,87,1006.7
08/04/2016 15:00,0,0,0,9.8,0,8.8,7.7,10.5,86,1005.3
08/04/2016 16:00,0,0.1,0,10.9,0,9.4,7.9,10.7,82,1003.9
08/04/2016 17:00,0,0.1,0,9.2,0,9,8.8,11.3,97,1003.4
08/04/2016 18:00,0,0.2,0,6.1,0,5.9,5.6,9.1,96,1004.8
08/04/2016 19:00,0,0.5,0,5.7,0,5.7,5.7,9.1,99,1004.3
08/04/2016 20:00,0,0.2,0,5.5,0,5.5,5.5,9,99,1003.7
08/04/2016 21:00,0,0,0,5.7,0,5.7,5.6,9.1,99,1003.2
08/04/2016 22:00,0,0,0,3.9,0,3.5,2.8,7.5,92,1002.9
08/04/2016 23:00,0,0,0,2.7,0,2.6,2.4,7.3,98,1002.9
09/04/2016 00:00,0,0,0,2,0,1.9,1.8,7,99,1002.7
09/04/2016 01:00,0,0,0,1.2,0,1.2,1.2,6.6,99,1002.4
09/04/2016 02:00,0,0,0,2,0,1.9,1.7,6.9,97,1001.4
09/04/2016 03:00,0,0,0,1.6,0,1.6,1.5,6.8,99,1000.8
09/04/2016 04:00,0,0,0,1.6,0,1.6,1.6,6.9,99,1000.9
09/04/2016 05:00,0,0,0,2.1,0,2.1,2,7.1,99,1000.5
09/04/2016 06:00,0,0,0,2.1,0,2.1,2,7.1,99,1000.5
09/04/2016 07:00,0,0,0,2,0,1.8,1.4,6.8,96,1000.5
09/04/2016 08:00,0,0,0,2.3,0,2.1,1.7,6.9,95,1000.6
09/04/2016 09:00,0,0,0,3.6,0,2.8,1.7,6.9,87,1000.4
09/04/2016 10:00,0,0,0,4.2,0,3.2,1.7,6.9,84,1000.2
09/04/2016 11:00,0,0,0,5.6,0,3.9,1.5,6.8,74,1000.2
09/04/2016 12:00,0,0,0,6.4,0,4.6,2,7,73,1000.1
09/04/2016 13:00,0,0,0,7,0,4.4,0.4,6.3,62,1000
09/04/2016 14:00,0,0,0,7,0,4.7,1.3,6.7,66,999.9
09/04/2016 15:00,0,0,0,7.3,0,4.9,1.5,6.8,66,999.8
09/04/2016 16:00,0,0,0,6.3,0,4.7,2.5,7.3,76,999.8
09/04/2016 17:00,0,0.3,0,6.6,0,4.9,2.4,7.3,74,1000.2
09/04/2016 18:00,0,0,0,5.9,0,4.3,2,7.1,76,1000.5
09/04/2016 19:00,0,0,0,5.1,0,3.8,1.7,6.9,78,1001.1
09/04/2016 20:00,0,0,0,4.5,0,3.3,1.3,6.7,79,1001.5
09/04/2016 21:00,0,0,0,3.6,0,3,2.1,7.1,89,1002.1
09/04/2016 22:00,0,0,0,1.9,0,1.9,1.8,7,99,1002.3
09/04/2016 23:00,0,0,0,0.4,0,0.4,0.4,6.3,99,1002.5
10/04/2016 00:00,0,0,0,0.2,0,0.2,0.2,6.2,99,1002.5
10/04/2016 01:00,0,0,0,-0.7,0,-0.8,-0.8,5.8,99,1003
10/04/2016 02:00,0,0,0,-0.6,0,-0.7,-0.7,5.8,99,1002.8
10/04/2016 03:00,0,0,0,-1.3,0,-1.3,-1.3,5.5,99,1003
10/04/2016 04:00,0,0,0,-0.4,0,-0.4,-0.5,5.9,99,1002.4
10/04/2016 05:00,0,0,0,2,0,2,1.9,7,99,1002.5
10/04/2016 06:00,0,0,0,5.4,0,4.3,2.7,7.4,82,1002.6
10/04/2016 07:00,0,0,0,6,0,4.7,2.9,7.5,80,1003.1
10/04/2016 08:00,0,0,0,6.7,0,4.9,2.2,7.1,72,1003.2
10/04/2016 09:00,0,0,0,6.8,0,5,2.4,7.3,73,1003.7
10/04/2016 10:00,0,0,0,6.8,0,5.4,3.5,7.8,79,1003.3
10/04/2016 11:00,0,0,0,8,0,5.9,3,7.6,70,1003.8
10/04/2016 12:00,0,0,0,8.2,0,6.2,3.4,7.8,71,1003.7
10/04/2016 13:00,0,0,0,8.9,0,6.9,4.3,8.3,73,1004.1
10/04/2016 14:00,0,0,0,9.4,0,7.2,4.6,8.5,72,1004
10/04/2016 15:00,0,0,0,9.7,0,7.6,5,8.7,72,1004
10/04/2016 16:00,0,0,0,10.4,0,8.1,5.3,8.9,70,1003.9
10/04/2016 17:00,0,0,0,9.9,0,7.9,5.4,9,73,1003.9
10/04/2016 18:00,0,0,0,9.4,0,7.7,5.6,9.1,76,1003.8
10/04/2016 19:00,0,0,0,9.2,0,7.6,5.6,9.1,78,1004.3
10/04/2016 20:00,0,0,0,9.9,0,7.4,4.2,8.3,67,1004.7
10/04/2016 21:00,0,0.2,0,8.6,0,7.6,6.4,9.6,85,1005.6
10/04/2016 22:00,0,0.8,0,8.1,0,7.2,6.1,9.4,87,1005.4
10/04/2016 23:00,0,0.4,0,8.1,0,7.5,6.8,9.9,91,1006.2
11/04/2016 00:00,0,0.8,0,7.9,0,7.2,6.3,9.6,90,1006.3
11/04/2016 01:00,0,0.1,0,7.8,0,7.1,6.2,9.5,89,1006.8
11/04/2016 02:00,0,0,0,7.6,0,6.9,6.2,9.5,91,1006.8
11/04/2016 03:00,0,0.4,0,7.1,0,6.9,6.7,9.8,97,1006.7
11/04/2016 04:00,0,0,0,7.4,0,7,6.6,9.7,94,1006.7
11/04/2016 05:00,0,1.5,0,7,0,6.9,6.9,9.9,99,1006.5
11/04/2016 06:00,0,0.7,0,7.2,0,7.1,7.1,10.1,99,1007
11/04/2016 07:00,0,0,0,7.4,0,7.4,7.3,10.2,99,1007.1
11/04/2016 08:00,0,0.2,0,7.5,0,7.5,7.4,10.3,99,1007.5
11/04/2016 09:00,0,0,0,7.8,0,7.8,7.7,10.5,99,1007.9
11/04/2016 10:00,0,0,0,7.7,0,7.7,7.7,10.5,99,1008.2
11/04/2016 11:00,0,0.1,0,7.9,0,7.9,7.8,10.6,99,1008.2
11/04/2016 12:00,0,2,0,8,0,7.9,7.9,10.7,99,1008
11/04/2016 13:00,0,4.2,0,8,0,8,7.9,10.7,99,1008.1
11/04/2016 14:00,0,3.3,0,8.2,0,8.2,8.2,10.9,99,1008.1
11/04/2016 15:00,0,2.7,0,8.3,0,8.3,8.2,10.9,99,1007.9
11/04/2016 16:00,0,3.4,0,8.4,0,8.4,8.3,11,99,1007.8
11/04/2016 17:00,0,3.3,0,8.4,0,8.4,8.4,11,99,1007.6
11/04/2016 18:00,0,2.4,0,8.3,0,8.3,8.3,10.9,99,1007.1
11/04/2016 19:00,0,1.6,0,8.3,0,8.2,8.2,10.9,99,1006.5
11/04/2016 20:00,0,1.8,0,8.3,0,8.3,8.2,10.9,99,1006.7
11/04/2016 21:00,0,0.8,0,8.3,0,8.3,8.3,10.9,99,1006.7
11/04/2016 22:00,0,1.4,0,8.2,0,8.2,8.2,10.9,99,1006.5
11/04/2016 23:00,0,1.2,0,8.1,0,8.1,8,10.8,99,1006.3
12/04/2016 00:00,0,0.8,0,8.1,0,8,8,10.7,99,1006.3
12/04/2016 01:00,0,0,0,8.1,0,8,8,10.7,99,1006.4
12/04/2016 02:00,0,0,0,7.9,0,7.8,7.8,10.6,99,1006.1
12/04/2016 03:00,0,0,0,7.7,0,7.7,7.6,10.5,99,1005.8
12/04/2016 04:00,0,0,0,7.3,0,7.3,7.2,10.2,99,1005.6
12/04/2016 05:00,0,0,0,7.1,0,7.1,7,10,99,1005.4
12/04/2016 06:00,0,0,0,7.5,0,7.5,7.5,10.3,99,1005.4
12/04/2016 07:00,0,0,0,7.8,0,7.8,7.7,10.5,99,1005.4
12/04/2016 08:00,0,0,0,8,0,8,8,10.7,99,1005.6
12/04/2016 09:00,0,0,0,8.7,0,8.5,8.3,11,97,1005.4
12/04/2016 10:00,0,0.1,0,10.2,0,9,7.6,10.4,83,1005.2
12/04/2016 11:00,0,0,0,11.3,0,9.4,7.3,10.2,76,1005.1
12/04/2016 12:00,0,0,0,12.8,0,10.7,8.7,11.2,76,1005.1
12/04/2016 13:00,0,0,0,13.5,0,10,6.2,9.5,61,1004.8
12/04/2016 14:00,0,0,0,12.7,0,10,7.1,10.1,69,1004.6
12/04/2016 15:00,0,0,0,11.9,0,9.5,6.9,9.9,71,1004.8
12/04/2016 16:00,0,0,0,12,0,9.4,6.5,9.7,69,1004.5
12/04/2016 17:00,0,0,0,12.1,0,9.3,6.2,9.5,67,1004.3
12/04/2016 18:00,0,0,0,10.4,0,8.5,6.4,9.6,75,1004.3
12/04/2016 19:00,0,0,0,9.5,0,8,6.3,9.5,80,1004.5
12/04/2016 20:00,0,0,0,7.5,0,6.8,6,9.3,90,1005.2
12/04/2016 21:00,0,0,0,6.3,0,5.9,5.5,9,94,1005.7
12/04/2016 22:00,0,0,0,5.4,0,5.2,5,8.7,96,1006
12/04/2016 23:00,0,0,0,4.5,0,4.3,4.1,8.2,96,1006
13/04/2016 00:00,0,0,0,4.1,0,4.1,4,8.2,99,1006.2
13/04/2016 01:00,0,0,0,3.2,0,3.1,3.1,7.6,99,1006.2
13/04/2016 02:00,0,0,0,3.3,0,3.3,3.2,7.7,99,1006.2
13/04/2016 03:00,0,0,0,3.1,0,3,3,7.6,99,1006.3
13/04/2016 04:00,0,0,0,3.2,0,3.1,3.1,7.6,99,1006.4
13/04/2016 05:00,0,0,0,2.5,0,2.5,2.4,7.3,99,1006.5
13/04/2016 06:00,0,0,0,2.1,0,2.1,2,7.1,99,1006.7
13/04/2016 07:00,0,0,0,3.8,0,3.8,3.7,8,99,1007.2
13/04/2016 08:00,0,0,0,6.8,0,6.3,5.8,9.3,93,1007.7
13/04/2016 09:00,0,0,0,9.2,0,7.7,5.9,9.3,79,1007.9
13/04/2016 10:00,0,0,0,10.5,0,8.2,5.5,9,71,1008.1
13/04/2016 11:00,0,0,0,11.9,0,9.2,6.2,9.5,68,1008.4
13/04/2016 12:00,0,0,0,12.3,0,9.6,6.7,9.8,68,1008.7
13/04/2016 13:00,0,0,0,12.3,0,9.1,5.5,9,63,1009
13/04/2016 14:00,0,0,0,11.6,0,8.8,5.6,9.1,66,1009.3
13/04/2016 15:00,0,0,0,11.3,0,8.9,6.4,9.6,71,1009.2
13/04/2016 16:00,0,0,0,10.5,0,8.6,6.4,9.6,75,1009.2
13/04/2016 17:00,0,0.1,0,9.7,0,8.1,6.2,9.5,78,1009.5
13/04/2016 18:00,0,0,0,9.4,0,7.8,5.9,9.3,78,1009.7
13/04/2016 19:00,0,0,0,9.2,0,8.5,7.6,10.5,89,1010.1
13/04/2016 20:00,0,0,0,8.8,0,8.2,7.5,10.4,91,1010.7
13/04/2016 21:00,0,0,0,8.6,0,8.1,7.4,10.3,91,1010.9
13/04/2016 22:00,0,0,0,8.6,0,7.9,7.2,10.2,91,1011.2
13/04/2016 23:00,0,0,0,8.4,0,7.8,7,10,91,1011.2
14/04/2016 00:00,0,0,0,8.3,0,7.8,7.1,10.1,92,1011.2
14/04/2016 01:00,0,0,0,8.3,0,7.8,7.2,10.2,93,1011.1
14/04/2016 02:00,0,0,0,8.2,0,7.9,7.5,10.4,95,1011
14/04/2016 03:00,0,0.1,0,8.1,0,7.7,7.3,10.3,95,1010.8
14/04/2016 04:00,0,0.1,0,7.8,0,7.6,7.4,10.3,97,1010.6
14/04/2016 05:00,0,0.8,0,7.7,0,7.6,7.5,10.4,99,1010.5
14/04/2016 06:00,0,0.1,0,7.6,0,7.5,7.4,10.3,99,1010.5
14/04/2016 07:00,0,0,0,7.9,0,7.7,7.6,10.4,98,1010.7
14/04/2016 08:00,0,0.2,0,8.5,0,8.1,7.7,10.5,94,1011.1
14/04/2016 09:00,0,0,0,8.4,0,7.9,7.4,10.3,93,1011.3
14/04/2016 10:00,0,0,0,8.7,0,7.9,7,10,89,1011.3
14/04/2016 11:00,0,0,0,9.3,0,8.2,6.9,9.9,84,1011.3
14/04/2016 12:00,0,0,0,9.9,0,8.2,6.3,9.6,78,1011
14/04/2016 13:00,0,0,0,9.6,0,8.1,6.4,9.6,80,1010.9
14/04/2016 14:00,0,0,0,10.3,0,8.5,6.5,9.6,77,1010.4
14/04/2016 15:00,0,0,0,10.4,0,8.3,5.8,9.2,73,1009.7
14/04/2016 16:00,0,0,0,10.9,0,8.4,5.5,9,69,1009.5
14/04/2016 17:00,0,0,0,10.2,0,8,5.5,9,72,1009.2
14/04/2016 18:00,0,0,0,9.5,0,7.8,5.9,9.3,78,1009
14/04/2016 19:00,0,0,0,8.6,0,7.2,5.5,9,80,1009
14/04/2016 20:00,0,0,0,7.3,0,6.6,5.8,9.2,90,1008.8
14/04/2016 21:00,0,0,0,6.4,0,6.2,5.9,9.3,96,1008.7
14/04/2016 22:00,0,0,0,6.2,0,5.9,5.5,9,95,1008.3
14/04/2016 23:00,0,0,0,5.4,0,5.3,5.1,8.8,97,1007.9
